germplasmName,germplasmPUI,season_4,season_6
PI535793,https://purl.org/germplasm/id/82b90fb0-5d4f-4d65-beb0-c8fdfdecbabe,TRUE,NA
PI329673,https://purl.org/germplasm/id/8cf8eb14-c8eb-4d6b-a117-2664e649de18,TRUE,TRUE
PI196049,https://purl.org/germplasm/id/e6a84645-7ae1-468e-922f-16fd34ce2d64,TRUE,TRUE
PI569886,https://purl.org/germplasm/id/6b56c933-cbf5-434a-bebc-f976ed1d8ea4,TRUE,TRUE
PI570071,https://purl.org/germplasm/id/fd5b422b-4e36-40b2-a5ce-626b8faacddc,TRUE,TRUE
PI329711,https://purl.org/germplasm/id/eb768c60-3573-4700-80f2-7bfc957b5643,TRUE,TRUE
PI329614,https://purl.org/germplasm/id/cddf7990-f96e-44f5-8ed9-66bbadcf40cd,TRUE,TRUE
PI156393,https://purl.org/germplasm/id/48f2f5e2-c34a-4877-baf1-4a26ebd68bbb,TRUE,TRUE
PI329333,https://purl.org/germplasm/id/9268f228-1402-480d-bd45-c4261381fb99,TRUE,TRUE
PI569148,https://purl.org/germplasm/id/5ac6c4ab-0404-402c-bb4d-30336a2031d4,TRUE,TRUE
PI562730,,TRUE,TRUE
PI641824,https://purl.org/germplasm/id/494e57c1-d185-4ab1-802c-994c2336e948,TRUE,TRUE
PI570076,https://purl.org/germplasm/id/7f4d43e9-30ea-4703-91fb-ebe70c034f51,TRUE,TRUE
PI562994,https://purl.org/germplasm/id/b0fb9c81-fbed-4141-a1ba-282a35561bcc,TRUE,TRUE
PI655972,,TRUE,TRUE
PI152967,https://purl.org/germplasm/id/593a3b08-1578-483d-92cb-6548c098cbd6,TRUE,TRUE
PI195754,,TRUE,TRUE
PI329517,https://purl.org/germplasm/id/7c3ad788-3b87-47c4-906f-09658b04309d,TRUE,TRUE
PI563020,https://purl.org/germplasm/id/5ac6c4ab-0404-402c-bb4d-30336a2031d4,TRUE,TRUE
PI179749,https://purl.org/germplasm/id/dbc4971a-dec7-4845-934a-df0ce701c327,TRUE,TRUE
PI329319,https://purl.org/germplasm/id/a955faab-fd84-4a22-a05c-a84fa967107e,TRUE,TRUE
PI455307,https://purl.org/germplasm/id/ebee2281-408c-4883-87d7-ec87b3b48d7d,TRUE,TRUE
PI569419,https://purl.org/germplasm/id/860a38cc-d60a-4f45-ac24-61fedda06fdf,TRUE,TRUE
PI569455,https://purl.org/germplasm/id/5af26b6e-b450-4359-95ac-67556658ce3d,TRUE,TRUE
PI145626,https://purl.org/germplasm/id/8a9936b9-fdc4-4315-a9a1-6fab364e8b77,TRUE,TRUE
PI329841,https://purl.org/germplasm/id/6d9554c8-8e33-4bec-97e5-0dc8e951a55b,TRUE,TRUE
PI170787,https://purl.org/germplasm/id/37b64efe-68b5-47aa-8e72-120e8a903e72,TRUE,TRUE
PI569459,https://purl.org/germplasm/id/7b6a3caa-ef26-4794-8390-7d9a750d2277,TRUE,NA
PI569421,,TRUE,TRUE
PI656035,,TRUE,TRUE
PI257599,https://purl.org/germplasm/id/364c6cee-4dce-4df1-89dc-6d91b5a3a5db,TRUE,TRUE
PI585467,https://purl.org/germplasm/id/2b3438c6-8b3f-48d7-ad2b-cf3c7e8d48ec,TRUE,TRUE
PI329286,https://purl.org/germplasm/id/bd4ccb9b-7a10-418d-acd4-fa5dda5a805f,TRUE,TRUE
PI656065,,TRUE,TRUE
PI570075,https://purl.org/germplasm/id/861fa79c-400d-4a36-812b-694b06f54193,TRUE,TRUE
PI569454,https://purl.org/germplasm/id/d1c5e2d9-0a1d-41d8-b445-e980896aa6a6,TRUE,NA
PI563022,https://purl.org/germplasm/id/9c830d04-2c35-40c7-8350-f713629b7c6c,TRUE,TRUE
PI585954,,TRUE,TRUE
PI569462,,TRUE,TRUE
PI563002,https://purl.org/germplasm/id/73bbfc9e-c61a-4ec3-ada7-2a12b322692d,TRUE,TRUE
PI329478,https://purl.org/germplasm/id/aaf6fc36-1cbd-473f-b950-2243f4da5194,TRUE,TRUE
PI330199,https://purl.org/germplasm/id/beb6a6fe-78f2-488d-9f38-1aaf7b93a45d,TRUE,TRUE
PI329541,,TRUE,TRUE
PI569435,https://purl.org/germplasm/id/6ff039aa-8ee3-4faa-82dc-ff6d68c66899,TRUE,NA
PI152860,https://purl.org/germplasm/id/b90f61d4-52cc-4015-89df-fd232b52276b,TRUE,TRUE
PI562732,https://purl.org/germplasm/id/8a02dc27-3b07-48e0-bd5b-35bb029b590a,TRUE,TRUE
PI329702,https://purl.org/germplasm/id/1ebb6706-a77c-46d2-bc0c-b98759dae434,TRUE,TRUE
PI562781,https://purl.org/germplasm/id/1145abd2-b0a4-4425-acda-256bea603200,TRUE,TRUE
PI641835,https://purl.org/germplasm/id/f185d95d-cec0-4ddf-89c2-a1c2e041f580,TRUE,TRUE
PI452692,https://purl.org/germplasm/id/fe96ec09-a929-4e81-9c2c-8f15783f7467,TRUE,TRUE
PI570047,,TRUE,NA
PI641862,https://purl.org/germplasm/id/5367bbe7-ccc0-4aa8-9f72-98f85c6e897c,TRUE,TRUE
PI197542,https://purl.org/germplasm/id/fec2048b-de47-4a97-aa96-b26b6c612800,TRUE,TRUE
PI452619,https://purl.org/germplasm/id/a8380f3c-2b43-4c1e-9b26-175aca4e7d3b,TRUE,TRUE
PI535785,https://purl.org/germplasm/id/22484c33-6e65-48ef-8b2f-ba738c675569,TRUE,TRUE
PI570042,https://purl.org/germplasm/id/5e79c252-de10-4645-ba38-9e14eaf2ec69,TRUE,TRUE
PI563009,https://purl.org/germplasm/id/d3738d12-56af-4426-8963-63215065eb0b,TRUE,TRUE
PI535796,https://purl.org/germplasm/id/f1431a30-c0db-4473-810d-60b34ab158a8,TRUE,TRUE
PI155516,https://purl.org/germplasm/id/ba1bb40d-31b2-4ebb-9108-a92f31e59d1d,TRUE,TRUE
PI329511,https://purl.org/germplasm/id/c47de13f-88fa-43f0-9e3c-3c1012db3b3d,TRUE,TRUE
PI154988,https://purl.org/germplasm/id/caa67665-b853-4ec9-ad8f-29ceee5a9fbf,TRUE,TRUE
PI570096,https://purl.org/germplasm/id/a8355488-6eed-4853-8d4b-3b864c914bbc,TRUE,TRUE
PI329545,https://purl.org/germplasm/id/fe5f2f64-e61a-4a0f-91e1-9c30f8fb064e,TRUE,TRUE
PI562985,https://purl.org/germplasm/id/3c9027b2-8bb6-4589-b8d1-74149324543b,TRUE,TRUE
PI329699,https://purl.org/germplasm/id/29b1685d-d8bc-4f31-98ac-b781f34ff013,TRUE,TRUE
PI329440,https://purl.org/germplasm/id/28d8a30a-616b-4e43-ae5a-51a426cdca49,NA,TRUE
